employee_id,age,experience_years,role,work_hours_per_day,days_worked_per_week,overtime_hours,lunch_break_minutes,coffee_breaks_per_day,punctuality_score,attendance_rate,late_arrivals,biometric_match_score,emails_sent,emails_received,email_response_time,after_hours_emails,meetings_per_week,meeting_hours,meeting_acceptance_rate,declined_meetings,focus_time_hours,messages_sent,messages_received,after_hours_messages,response_time_minutes,reactions_given,status_available_percentage,status_busy_percentage,status_away_percentage,commits_per_week,prs_created,prs_reviewed,code_review_time_hours,pr_merge_rate,avg_pr_size_lines,github_pr_merge_time,tasks_assigned,tasks_completed_per_week,task_completion_rate,overdue_tasks,avg_task_completion_time,hours_logged,projects_active,context_switches_per_day,bugs_reported,bugs_fixed,document_edits,shared_files,work_pattern_consistency,after_hours_activity_ratio,communication_balance,meeting_to_work_ratio,code_commit_consistency,task_velocity,collaboration_score,peer_interaction_frequency,message_after_hours_ratio,email_after_hours_ratio,weekend_work_hours,daily_active_hours,work_life_balance_score,days_off_taken,sick_days,tools_used,tool_switch_frequency,training_hours,documentation_contributions,team_size,one_on_ones_conducted,deliverables_completed,quality_score,average_email_length,average_message_length,sentiment_email_score,sentiment_chat_score,voluntary_contributions,initiative_score,unique_contacts_per_week,cross_team_interactions,code_review_comments_received,refactoring_commits,blocked_time_hours,dependency_wait_time_hours,new_ideas_proposed,experiments_run,avg_first_response_time_hours,response_rate,meeting_preparation_score,meeting_participation_score,interruptions_per_day,deep_work_blocks,concurrent_tasks,task_switching_rate,urgent_tasks_percentage,tasks_completed_early,mentor_hours_per_week,knowledge_base_contributions,process_compliance_score,documentation_quality_score,morning_productivity_score,afternoon_productivity_score,informal_chats_per_week,team_engagement_score,self_directed_work_percentage,decision_making_authority_score,feedback_received_count,feedback_given_count,new_technologies_learned,skill_utilization_score,burnout_risk_score,wellbeing_score,efficiency_score
EMP070,30,7,Manager,9.69,5,4.89,30,1,64.37,75.07,3,93.45,14,32,7.73,3,1,0.94,83.45,0,9.01,28,55,6,2.15,11,80.22,23.2,-3.41,0,0,2,1.0,0.0,0,0.0,3,2,66.67,0,10.94,38.82,1,4.54,2,2,15,3,85.79,0.2093,1.87,0.0965,0.0,0.0413,5.33,8.2,0.2069,0.2,0.0,10.67,78.64,0,1,4,51.68,0.68,1,0,0,2.0,80.22,73.11,46.64,58.5,74.78,0,43.48,5,1,0,0,0.66,1.2,0,0,2.41,85.32,44.42,65.36,3,4,3,0.4682,30.13,0,0.33,0,92.04,49.64,60.89,58.63,5,54.5,64.75,51.94,0,1,0,87.95,0.1584,75.96,0.0
EMP071,35,5,Manager,8.87,6,6.09,45,2,77.91,97.02,2,99.25,5,22,7.01,1,2,2.2,90.59,0,7.75,68,142,23,32.57,24,81.22,29.42,-10.64,0,0,2,1.0,0.0,0,0.0,1,1,100.0,0,30.0,47.73,3,12.03,0,0,1,0,56.88,0.3243,11.33,0.2481,0.0,0.0188,8.67,15.67,0.3333,0.1667,3.24,9.88,84.92,0,0,5,33.56,1.68,1,8,8,1.0,89.1,266.65,41.79,59.27,90.36,1,69.18,9,2,0,0,0.99,1.86,1,0,3.71,61.8,42.38,18.95,5,3,2,1.3567,22.01,0,0.04,0,80.29,78.5,33.32,65.3,5,48.54,31.57,64.68,0,2,0,84.56,0.3833,75.16,6.65
EMP072,42,1,Tech Lead,7.4,5,1.47,60,1,89.17,96.76,1,96.29,11,29,15.26,2,6,4.42,78.17,1,5.51,51,75,15,4.59,14,76.72,29.2,-5.93,7,1,8,7.78,87.54,20,2.96,7,4,57.14,0,30.0,31.3,2,6.74,3,2,2,3,94.48,0.2698,4.25,0.5975,0.75,0.1081,8.33,14.6,0.2885,0.1667,0.0,7.69,100.0,1,0,5,45.89,0.09,0,3,3,4.5,75.49,145.39,30.27,46.56,56.73,1,39.09,8,1,6,1,0.16,1.5,1,1,6.73,77.86,74.59,80.3,5,2,4,0.9107,14.4,1,0.0,1,77.05,67.25,62.27,43.69,5,69.06,55.53,69.68,1,1,0,96.66,0.1368,92.12,59.3
EMP073,42,19,Developer,8.1,5,0.94,45,2,97.49,81.03,0,95.98,3,20,12.36,0,1,1.44,62.29,0,7.06,50,93,9,8.97,14,50.17,20.18,29.65,15,1,3,3.93,82.36,86,4.95,8,6,75.0,0,6.85,44.25,3,14.07,1,0,3,3,85.34,0.1667,12.5,0.1772,0.97,0.1482,6.67,13.4,0.1765,0.0,0.0,8.29,97.71,0,0,7,102.36,0.13,0,0,0,6.5,75.3,92.44,33.23,81.65,68.44,1,67.03,7,1,6,4,0.99,3.99,0,0,6.68,58.95,73.13,38.06,6,3,2,1.7381,18.75,1,0.23,0,78.77,59.33,73.22,58.47,2,54.64,53.98,34.66,1,1,0,70.8,0.139,83.26,80.09
EMP074,45,13,Designer,6.14,6,3.9,60,1,93.25,90.66,0,94.67,17,15,21.8,3,3,4.12,62.11,1,4.45,42,84,10,32.19,22,80.0,14.65,5.35,0,0,2,1.0,0.0,0,0.0,4,4,100.0,0,21.38,35.47,1,3.48,4,4,0,6,23.67,0.2167,2.33,0.6713,0.0,0.1086,10.0,11.0,0.2326,0.1667,0.0,6.79,100.0,1,0,5,59.34,0.31,2,5,5,4.0,80.04,224.94,18.22,70.86,90.07,1,43.14,6,2,0,0,0.11,0.89,0,0,10.83,89.6,64.31,68.94,3,2,2,0.5675,28.56,0,0.37,0,75.9,57.42,81.31,70.82,0,52.11,31.72,41.71,0,2,0,69.63,0.2723,80.49,6.01
EMP075,32,9,Developer,9.01,5,0.61,60,2,63.63,94.08,3,88.91,44,21,9.09,8,4,4.19,83.32,0,7.17,42,75,6,24.81,26,60.65,19.38,19.97,5,1,2,2.0,77.97,20,12.24,2,1,50.0,0,16.82,32.69,1,3.8,2,1,2,2,81.92,0.1609,0.93,0.4651,0.87,0.0222,10.0,14.0,0.1395,0.1778,0.0,9.13,90.95,0,0,4,50.67,0.18,0,8,8,1.5,70.25,269.8,28.28,77.16,77.34,1,27.0,2,0,7,0,0.07,4.08,0,0,2.85,71.62,52.65,60.06,4,3,2,0.4221,30.65,0,0.19,1,66.32,77.46,66.58,30.81,6,66.48,57.93,53.0,3,1,0,64.99,0.2019,85.75,47.7
EMP076,28,6,Manager,7.2,5,1.95,45,0,67.26,93.8,3,98.59,10,24,20.67,1,1,1.4,89.89,0,6.17,24,35,6,3.37,13,69.55,15.0,15.45,0,0,0,0.0,0.0,0,0.0,5,3,60.0,0,7.57,34.67,3,10.95,4,5,4,4,68.98,0.2,2.18,0.1942,0.0,0.0833,5.67,7.4,0.24,0.0909,0.0,7.59,100.0,0,0,5,65.96,0.74,1,0,0,3.0,77.58,226.99,25.55,79.94,80.88,0,55.58,2,0,0,0,0.86,0.27,2,1,6.5,74.57,81.99,50.88,2,3,1,1.5196,15.48,1,0.55,0,74.53,54.36,85.75,51.39,3,48.01,38.01,63.54,4,1,0,92.0,0.0,87.17,0.49
EMP077,35,3,Senior Developer,7.33,5,0.52,30,3,93.53,89.18,0,93.65,11,42,7.61,2,5,6.78,87.59,0,5.48,28,62,7,20.08,23,65.64,13.46,20.9,8,2,1,1.3,51.2,94,8.74,6,4,66.67,0,8.27,27.88,1,2.28,1,1,4,1,83.08,0.225,2.33,0.9247,0.71,0.1091,8.33,10.4,0.2414,0.1667,0.0,7.44,100.0,0,1,6,73.36,1.66,3,0,0,5.0,79.26,199.92,23.29,73.76,78.84,3,73.13,4,1,8,1,0.35,2.31,0,1,5.22,84.86,88.89,57.47,3,2,2,0.311,33.05,1,0.0,0,69.09,60.47,40.72,35.75,7,56.45,74.01,54.68,1,2,0,54.4,0.3547,74.93,59.68
EMP078,52,30,Tech Lead,9.51,5,0.55,30,0,95.99,93.28,0,95.18,12,36,9.34,1,5,2.58,95.39,0,8.5,4,9,0,4.58,2,52.5,19.35,28.15,6,1,2,0.92,75.21,20,8.53,7,5,71.43,0,9.42,38.2,1,4.66,2,2,22,3,80.58,0.0588,0.31,0.2711,0.64,0.1051,2.33,1.6,0.0,0.0769,0.0,9.62,87.03,1,1,5,58.29,0.6,1,0,0,5.5,68.22,137.27,15.28,72.68,82.93,3,70.83,3,1,5,0,0.39,0.69,1,0,3.76,58.1,46.26,60.53,0,4,3,0.4899,39.43,2,0.62,0,64.62,90.52,84.6,73.27,2,62.98,38.77,55.27,0,1,1,67.16,0.3196,77.38,66.61
EMP079,45,13,Designer,7.92,5,2.5,45,1,82.08,85.9,1,94.23,12,21,48.0,0,5,6.34,74.38,1,5.9,42,77,11,11.32,9,56.35,19.52,24.14,0,0,1,0.5,0.0,0,0.0,2,1,50.0,0,9.63,33.97,2,6.63,2,1,2,2,75.19,0.2,3.23,0.8007,0.0,0.0253,4.0,10.4,0.2558,0.0,0.0,8.42,96.66,0,0,4,25.29,0.06,0,0,0,1.0,82.68,164.41,22.98,71.58,57.82,1,25.73,6,2,0,0,0.73,1.63,2,1,20.25,84.08,60.95,85.13,5,2,1,0.8371,28.92,0,0.22,1,79.78,45.95,62.03,48.58,5,75.1,68.47,44.32,0,2,0,87.78,0.2293,82.36,2.66
EMP080,35,10,Senior Developer,9.73,5,14.56,60,1,84.75,84.61,1,99.05,12,39,9.74,1,6,8.84,62.33,2,6.96,29,50,3,4.69,9,80.45,24.93,-5.38,10,2,1,0.83,72.77,65,7.6,2,1,50.0,0,24.88,46.32,3,12.81,0,0,4,2,36.01,0.0952,2.23,0.9086,0.95,0.0206,4.0,7.8,0.1,0.0769,4.13,12.64,62.86,0,0,5,43.04,0.88,1,12,12,2.0,56.14,202.88,19.58,82.68,64.91,2,35.58,3,0,8,1,0.38,0.85,0,0,6.14,79.75,61.71,84.08,2,3,1,1.3171,23.88,0,0.45,0,72.96,60.95,62.81,48.71,1,73.03,42.6,76.71,0,2,0,69.74,0.6122,66.0,39.58
EMP081,30,5,Developer,8.97,5,1.23,60,1,92.56,90.16,0,92.14,11,10,6.88,0,6,3.17,98.56,0,7.34,88,218,14,1.0,32,57.09,28.37,14.54,6,1,2,0.8,83.11,47,6.12,2,1,50.0,0,27.38,36.89,1,4.03,2,1,5,3,79.07,0.14,7.33,0.3538,0.75,0.0223,12.33,24.4,0.1573,0.0,0.0,9.22,90.25,0,0,5,37.76,0.25,4,0,0,1.5,81.49,248.27,25.93,82.76,64.81,2,71.05,5,1,3,0,0.28,3.08,0,4,3.7,56.95,54.21,48.07,13,3,2,0.4488,39.34,0,0.24,1,55.1,47.66,70.5,47.03,2,33.09,50.12,79.83,1,0,0,71.92,0.2513,73.0,51.39
EMP082,30,6,QA Engineer,8.38,5,1.2,45,2,95.92,96.68,0,90.7,13,15,10.24,2,9,8.35,50.78,4,5.96,22,36,3,2.68,9,77.94,25.73,-3.67,0,0,1,0.5,0.0,0,0.0,4,4,100.0,0,18.06,41.9,1,3.4,5,5,6,1,37.62,0.1389,1.57,0.996,0.0,0.0954,3.67,6.4,0.1304,0.1429,0.0,8.62,95.02,0,0,5,61.92,0.74,1,8,8,4.0,69.0,154.96,45.59,61.79,40.15,0,61.23,1,0,0,0,0.11,0.94,1,0,3.2,83.71,18.94,83.84,2,2,4,0.4062,26.05,1,0.09,1,88.9,28.64,63.25,30.52,3,74.15,46.62,52.28,1,3,0,91.12,0.3111,75.18,4.82
EMP083,30,2,Designer,9.68,5,0.73,45,2,76.19,92.57,2,91.93,10,32,4.02,1,1,0.7,55.19,0,8.79,23,47,7,12.59,18,59.29,11.25,29.47,0,0,0,0.0,0.0,0,0.0,9,9,100.0,0,20.04,41.07,1,4.77,0,0,7,4,32.33,0.2353,2.09,0.0721,0.0,0.1859,7.33,8.2,0.2917,0.0909,0.0,9.83,85.38,2,0,3,41.34,1.81,0,0,0,9.0,64.49,167.13,36.5,31.73,71.06,2,60.42,2,0,0,0,0.7,1.04,0,0,1.33,96.34,46.17,84.59,2,4,2,0.4931,20.97,2,0.0,1,76.6,80.49,75.89,61.24,3,69.2,35.48,52.99,1,0,0,65.8,0.2101,85.68,11.6
EMP084,35,11,Developer,9.98,5,3.55,60,2,73.27,96.68,2,92.31,6,43,7.09,1,0,0.0,81.04,0,8.98,56,75,16,10.99,14,83.3,24.29,-7.59,3,1,1,0.51,63.35,132,1.0,5,2,40.0,0,5.96,39.76,1,3.14,3,3,0,4,87.41,0.2698,8.0,0.0,0.64,0.0401,6.33,14.2,0.2807,0.1429,0.0,10.69,78.51,1,1,5,51.97,0.99,0,0,0,2.5,87.76,289.8,10.24,81.17,71.48,1,49.79,23,5,6,0,0.8,0.21,3,1,4.03,93.0,75.59,32.11,4,4,2,0.3144,29.52,0,1.0,3,57.51,67.2,69.25,73.55,3,75.29,33.38,67.0,2,1,1,74.6,0.2085,84.03,54.98
EMP085,50,1,Designer,6.1,5,0.08,45,1,81.94,65.51,1,85.32,7,75,16.81,2,2,1.43,51.56,0,5.07,42,95,6,45.94,30,57.5,25.65,16.85,0,0,0,0.0,0.0,0,0.0,10,10,100.0,0,14.98,26.22,2,9.56,2,2,7,7,95.11,0.16,5.25,0.234,0.0,0.3277,12.33,14.4,0.1395,0.25,0.0,6.12,100.0,0,0,4,29.32,0.25,2,0,0,10.0,87.07,159.18,44.21,85.1,76.7,1,39.44,2,0,0,0,0.09,5.18,2,0,10.96,89.07,43.87,65.52,7,2,4,1.5656,10.34,2,0.0,1,61.56,67.11,38.96,82.98,1,62.9,49.37,70.17,0,0,0,61.75,0.0,92.89,6.8
EMP086,35,4,Senior Developer,9.96,5,5.26,30,3,90.77,87.94,0,96.1,10,6,15.62,2,5,2.93,85.65,0,8.88,47,64,14,4.99,20,68.46,20.29,11.25,9,2,1,1.38,95.55,20,4.19,7,4,57.14,0,30.0,50.99,2,5.84,0,0,10,1,53.11,0.2759,4.27,0.2943,0.71,0.0803,7.33,13.6,0.2917,0.1818,1.54,11.02,75.86,0,0,4,38.13,1.04,2,0,0,5.0,36.55,237.83,47.69,60.81,68.52,0,45.0,3,1,12,1,0.21,0.61,2,0,9.58,75.44,32.89,90.39,4,4,3,0.5862,23.9,1,0.28,2,52.38,62.49,62.71,78.81,1,50.8,41.85,37.16,2,1,0,41.77,0.3581,73.49,56.12
EMP087,38,11,Designer,6.72,5,2.63,45,3,59.29,89.37,4,87.36,13,34,23.47,2,1,0.77,54.2,0,5.81,31,57,8,2.63,6,82.85,19.18,-2.03,0,0,2,1.0,0.0,0,0.0,4,2,50.0,0,8.29,34.16,2,7.08,0,0,10,5,80.62,0.2222,2.21,0.1145,0.0,0.0596,4.33,7.8,0.25,0.1429,0.0,7.24,100.0,0,0,5,34.2,0.22,1,0,0,2.0,75.32,137.17,17.19,77.35,72.7,0,83.0,3,1,0,0,0.21,5.05,2,0,13.21,58.72,44.86,68.89,3,2,3,1.0546,21.8,0,0.12,1,84.88,59.85,57.76,58.26,5,31.57,65.55,65.05,0,2,1,80.05,0.1279,78.76,10.66
EMP088,32,7,Manager,9.58,5,4.71,60,2,92.89,79.91,0,96.22,11,14,6.64,2,2,1.05,73.92,0,8.37,36,80,11,1.49,28,61.96,16.52,21.52,0,0,0,0.0,0.0,0,0.0,5,5,100.0,0,30.0,33.7,1,2.67,0,0,2,1,40.13,0.2708,3.0,0.1094,0.0,0.1044,9.67,12.8,0.2973,0.1667,0.0,10.52,79.87,0,0,6,65.28,0.16,1,5,5,5.0,82.45,98.96,15.22,72.54,63.53,1,49.03,3,1,0,0,0.08,0.18,0,0,2.1,88.55,61.7,47.81,3,4,1,0.2789,26.39,1,0.34,0,85.21,60.3,74.09,75.54,2,78.02,71.75,58.44,2,2,1,31.07,0.471,78.04,7.0
EMP089,25,3,Developer,8.79,5,10.31,30,1,89.73,96.59,1,97.07,3,26,5.98,0,9,5.97,87.3,1,7.1,19,43,6,1.56,4,55.25,21.24,23.51,4,1,1,1.5,78.74,67,17.79,3,3,100.0,0,30.0,41.82,3,8.31,2,1,0,1,68.79,0.2609,4.75,0.6793,0.65,0.0683,2.0,4.8,0.3,0.0,2.65,10.85,77.19,2,0,5,60.48,0.47,3,0,0,3.5,95.7,181.97,33.77,60.56,42.09,3,77.62,2,0,2,1,0.13,0.33,1,1,2.18,58.65,72.09,69.56,2,3,1,0.9454,13.99,1,0.0,1,80.26,60.01,71.92,20.55,4,71.57,43.36,68.73,2,0,0,74.08,0.5624,68.79,61.84
EMP090,35,9,Tech Lead,8.06,5,5.46,60,2,80.02,89.89,1,88.28,19,27,15.72,2,0,0.0,74.63,0,7.06,34,63,3,5.29,7,75.18,15.61,9.21,9,1,9,9.23,77.72,22,26.46,1,0,0.0,0,9.03,32.01,1,4.99,1,0,4,6,61.89,0.0926,1.7,0.0,0.83,0.0,7.33,10.0,0.0857,0.1,2.58,9.15,90.78,0,0,6,85.67,0.5,1,0,0,0.5,69.05,247.88,42.32,49.06,72.28,1,38.36,4,1,5,1,0.21,2.98,0,0,7.33,93.85,64.57,68.31,3,3,1,0.6189,31.21,0,0.06,1,75.35,91.66,61.01,73.14,3,67.23,47.47,38.49,1,1,0,62.91,0.0,79.14,41.79
EMP091,28,6,Developer,8.76,5,9.29,30,2,61.54,95.46,3,94.26,6,33,10.54,0,7,3.57,85.67,1,7.55,13,18,2,3.37,3,71.28,17.47,11.26,8,1,0,0.0,81.33,43,22.04,3,2,66.67,0,27.03,43.38,3,7.98,1,0,5,0,77.34,0.1,1.86,0.4074,0.75,0.0457,1.0,3.2,0.1429,0.0,4.12,10.62,79.04,0,0,4,56.82,0.52,0,0,0,2.5,65.82,133.23,44.23,69.98,89.81,0,44.25,10,4,4,1,0.18,0.58,0,0,5.77,76.2,47.92,50.92,0,3,4,0.9108,26.34,1,0.25,0,92.51,85.0,82.96,56.97,0,69.19,34.9,63.98,0,2,0,58.07,0.448,63.87,54.39
EMP092,45,23,Senior Developer,7.22,6,4.73,45,2,74.12,90.11,2,92.39,18,16,7.85,4,6,6.03,57.7,2,5.46,37,85,5,1.94,29,72.86,18.73,8.41,2,1,4,4.92,60.59,282,9.13,1,1,100.0,0,3.68,39.43,1,2.14,2,1,6,2,78.9,0.1607,1.95,0.8353,0.8,0.0231,11.67,11.67,0.1316,0.2105,0.0,8.01,99.94,1,0,4,44.24,0.34,0,0,0,1.5,73.16,122.49,43.81,56.99,73.45,0,15.8,7,1,6,0,1.02,0.28,2,0,4.2,94.98,77.22,73.05,4,2,2,0.2969,24.74,0,0.11,1,50.42,55.01,67.69,55.32,2,89.12,61.03,38.94,0,2,0,61.24,0.3491,99.91,50.49
EMP093,45,18,Senior Developer,8.53,6,0.99,30,0,65.12,95.23,3,95.8,15,22,7.43,1,3,3.48,76.03,0,7.45,19,39,4,2.21,12,53.2,29.41,17.39,5,1,2,1.56,87.67,157,13.64,1,0,0.0,0,30.0,37.39,2,4.57,2,1,5,14,87.46,0.1429,1.19,0.4082,0.67,0.0,9.33,5.5,0.2,0.0625,0.0,8.7,94.41,0,1,6,75.42,0.37,1,0,0,0.5,87.91,247.18,37.39,59.05,58.76,1,36.22,2,0,7,1,1.48,0.96,1,1,4.88,90.08,71.87,50.17,2,3,1,0.5354,18.06,0,0.49,0,88.69,71.83,67.31,50.84,7,81.45,59.3,47.22,2,1,0,76.48,0.2803,87.42,39.58
EMP094,35,1,Senior Developer,8.72,6,0.83,30,0,70.54,69.51,2,92.47,11,27,9.19,1,5,5.72,79.57,1,7.27,36,84,11,29.37,27,73.16,26.55,0.29,11,1,5,3.27,71.68,106,2.72,6,3,50.0,0,10.92,56.6,3,8.65,0,0,11,2,89.33,0.25,3.0,0.6557,0.86,0.0573,11.33,11.33,0.2973,0.0833,0.0,8.86,93.12,1,1,6,56.96,1.12,2,8,8,3.5,85.49,292.21,22.78,57.22,79.84,2,47.22,0,0,4,2,0.06,1.51,0,1,4.87,90.94,67.46,55.54,3,3,2,0.992,36.84,0,0.0,1,84.3,63.83,23.53,50.68,4,61.98,78.02,69.94,3,1,1,35.08,0.3792,76.54,57.17
EMP095,42,14,Senior Developer,8.5,5,10.55,45,1,76.75,97.53,2,96.44,6,51,9.3,0,8,5.66,76.58,1,6.62,42,66,7,6.68,7,51.27,29.06,19.67,2,1,5,2.87,88.58,53,6.91,4,2,50.0,0,21.28,35.8,3,10.91,3,3,7,5,59.12,0.1429,6.0,0.666,0.6,0.0471,5.67,10.8,0.1628,0.0,6.05,10.61,79.14,0,0,4,33.22,0.32,0,0,0,2.5,87.03,121.01,11.04,69.31,60.82,1,40.57,4,1,3,0,0.92,2.71,1,1,6.15,90.69,41.15,66.23,3,3,2,1.2843,24.75,1,0.08,0,84.41,66.58,75.63,56.02,4,58.47,39.1,41.58,0,0,0,95.52,0.3632,67.39,46.08
EMP096,35,4,Senior Developer,9.23,5,4.38,60,2,58.94,87.65,4,92.34,3,29,48.0,0,1,1.11,46.16,0,8.01,29,64,4,14.82,9,81.68,14.01,4.31,13,3,7,7.64,92.91,184,15.32,2,1,50.0,0,22.29,36.5,3,11.74,1,1,7,1,77.47,0.1212,7.25,0.1207,0.87,0.0217,5.67,9.0,0.1333,0.0,0.0,10.1,83.17,0,1,5,73.28,0.14,2,0,0,2.5,91.59,244.84,19.41,67.94,71.05,0,50.36,2,0,12,1,0.13,1.14,2,0,26.46,81.68,50.89,91.19,3,4,2,1.2726,36.89,0,0.08,0,90.8,51.04,54.21,51.83,13,65.64,49.42,70.35,1,3,1,51.39,0.2762,79.89,59.76
EMP097,35,2,Tech Lead,6.42,5,4.1,60,3,73.02,97.54,2,98.08,49,17,5.63,7,2,1.79,81.1,0,5.06,24,34,6,14.6,5,72.19,22.87,4.95,13,2,3,1.79,80.04,32,49.46,3,1,33.33,0,30.0,29.25,1,3.35,0,0,1,2,93.41,0.1757,0.48,0.2784,0.62,0.0312,3.33,6.4,0.24,0.14,0.0,7.24,100.0,1,2,5,31.23,0.04,1,3,3,2.0,94.85,263.28,39.31,72.28,73.52,3,50.85,7,2,5,3,0.14,0.86,1,0,3.34,88.49,47.54,57.23,2,2,3,0.5224,23.35,0,0.0,0,68.2,40.71,78.09,21.97,1,65.44,32.15,64.62,0,2,1,52.75,0.1019,79.02,54.66
EMP098,50,1,Manager,7.7,5,4.85,30,3,90.83,96.33,0,85.91,6,33,15.46,0,5,6.37,83.11,0,5.92,36,68,6,3.84,13,62.0,16.53,21.47,0,0,0,0.0,0.0,0,0.0,7,4,57.14,1,19.27,38.37,3,7.49,1,1,22,1,36.14,0.1395,5.14,0.8277,0.0,0.1039,4.67,9.8,0.1622,0.0,0.0,8.67,94.65,0,0,5,26.15,0.55,1,0,0,4.0,88.78,193.68,26.62,75.42,71.04,0,28.12,3,1,0,0,0.63,2.3,0,0,9.23,90.45,63.03,68.94,3,2,3,0.9728,37.29,0,0.0,0,45.21,48.34,73.98,77.61,6,57.53,35.73,51.35,1,0,0,83.46,0.3286,85.56,3.28
EMP099,40,18,Senior Developer,8.66,5,4.39,45,1,75.88,98.08,2,98.66,16,40,15.99,3,11,10.74,76.3,2,5.76,12,26,3,13.73,8,61.34,11.75,26.9,6,1,5,7.04,72.55,118,24.38,7,3,42.86,0,28.74,46.86,1,2.36,2,1,4,1,80.9,0.2069,0.71,1.2407,0.73,0.0693,4.67,5.0,0.2308,0.1765,0.0,9.54,87.7,0,0,3,29.68,0.07,1,0,0,3.5,81.13,227.51,39.48,76.88,68.7,1,42.86,6,2,3,1,0.06,0.45,1,0,6.47,82.15,64.52,63.16,1,2,1,0.2722,29.71,0,0.2,0,84.66,40.09,80.18,44.39,3,66.23,49.92,80.17,0,0,0,56.41,0.6047,72.35,43.08
EMP100,45,22,Manager,8.58,5,3.5,30,3,72.14,90.73,2,97.78,8,28,15.91,2,3,1.89,80.59,0,7.7,18,41,6,6.61,11,76.29,14.05,9.65,0,0,2,1.0,0.0,0,0.0,6,6,100.0,0,19.94,44.95,1,4.54,2,2,3,1,91.0,0.2963,2.0,0.2207,0.0,0.1398,4.67,6.2,0.3158,0.2222,0.0,9.28,89.74,0,0,5,52.35,0.38,0,12,12,6.0,90.4,144.91,34.91,79.57,75.92,4,44.58,12,4,0,0,2.64,4.3,0,0,7.99,73.83,66.57,74.38,2,3,2,0.5288,28.89,2,0.4,1,85.24,26.52,47.4,57.0,4,65.53,74.08,48.67,0,1,0,74.63,0.1837,86.17,3.86
EMP101,40,1,Tech Lead,9.36,6,9.7,45,2,93.24,94.17,0,88.11,24,48,19.69,2,5,2.97,61.31,1,8.11,16,26,2,6.06,2,80.84,17.07,2.09,7,1,5,6.39,84.55,74,11.74,4,4,100.0,0,29.03,50.07,2,8.32,3,2,6,0,79.53,0.0976,0.64,0.3172,0.91,0.0712,2.33,3.83,0.1176,0.08,2.79,10.97,76.22,0,0,5,37.22,0.67,1,0,0,4.5,60.82,105.65,11.6,69.74,55.47,3,45.33,4,1,6,1,0.3,0.55,1,1,8.45,92.73,39.1,52.51,1,4,3,0.8888,22.25,2,0.0,0,69.22,69.57,66.04,64.53,2,66.3,54.08,31.67,0,0,1,70.08,0.4469,73.25,64.31
EMP102,30,1,Tech Lead,7.9,5,4.81,45,1,86.34,97.97,1,98.87,11,11,3.7,2,1,1.3,81.1,0,6.89,23,42,7,19.69,16,84.43,27.33,-11.76,7,1,3,2.96,90.59,410,2.0,1,1,100.0,0,5.98,27.66,3,12.66,0,0,2,11,90.33,0.2571,1.92,0.1644,0.78,0.0253,10.0,8.4,0.2917,0.1667,0.0,8.86,93.14,0,0,4,42.36,0.54,0,5,5,1.5,84.59,174.85,15.13,56.91,53.99,1,33.71,14,5,5,1,2.34,4.68,1,0,1.38,92.43,76.18,77.95,2,3,2,1.603,33.1,0,0.0,0,86.44,43.14,74.13,58.01,1,86.22,55.56,55.81,3,1,0,98.61,0.4311,91.22,64.43
EMP103,50,13,Tech Lead,9.51,5,3.82,45,3,65.74,93.2,3,85.45,13,91,12.8,2,7,7.99,96.57,0,7.17,27,34,5,10.37,6,53.14,14.32,32.55,19,4,2,2.29,99.76,79,23.83,1,1,100.0,0,8.47,42.13,2,4.56,3,1,2,0,79.06,0.1707,1.93,0.8399,0.94,0.021,2.67,7.0,0.1786,0.1429,0.0,10.28,81.77,0,0,5,40.5,0.69,2,0,0,3.0,75.07,278.31,11.19,52.8,48.71,2,59.16,1,0,8,4,0.2,0.29,2,1,7.75,87.03,64.12,56.8,1,3,1,0.4796,35.58,0,0.12,0,67.65,51.79,68.05,40.66,3,73.56,52.2,55.34,0,0,1,32.43,0.6081,75.1,62.1
EMP104,35,4,Developer,9.12,5,2.77,30,1,86.47,86.29,1,85.26,10,11,18.87,1,9,12.09,82.33,1,6.2,49,108,14,3.19,37,66.55,13.85,19.6,9,1,2,2.84,79.35,110,3.43,6,7,100.0,0,20.72,47.05,2,6.53,3,1,6,5,84.56,0.25,4.45,1.3265,0.65,0.1536,14.67,17.6,0.28,0.0909,0.0,9.67,86.64,0,0,7,54.5,0.29,3,5,5,7.5,71.2,119.32,45.2,74.13,56.64,5,63.84,2,0,2,1,0.68,0.1,0,1,8.96,75.43,54.93,30.3,5,3,3,0.7167,38.21,1,0.11,0,91.95,50.6,90.99,53.33,0,65.77,70.65,76.87,1,0,0,75.69,0.6011,73.58,65.43
EMP105,35,12,Developer,8.31,5,4.5,45,3,91.55,98.0,0,91.7,27,22,48.0,2,2,1.69,66.79,0,7.22,42,72,4,6.07,28,76.65,11.61,11.74,12,2,1,0.9,74.23,20,2.99,2,1,50.0,0,9.01,29.46,3,13.29,5,5,4,0,52.2,0.0857,1.5,0.2029,0.71,0.0241,9.67,14.2,0.093,0.0714,0.0,9.21,90.32,1,0,5,37.27,0.09,2,0,0,2.0,71.49,115.79,36.52,43.78,81.73,2,38.75,5,2,4,2,0.16,1.25,0,0,15.56,78.14,34.05,85.71,5,3,2,1.5997,21.79,0,0.17,1,67.76,65.29,71.58,52.65,2,74.43,41.56,40.86,0,2,0,57.02,0.2735,86.38,55.39
